uid,浏览量,点赞量,完整观看数,观看作者数,观看作品数,bgm收听数,观看作品平均时长,所在过的城市数,观看作品的所在城市数
1244,62,0,35,59,62,54,10.629032258064516,1,44
12314,44,0,14,44,44,41,11.227272727272727,1,34
7285,116,6,32,114,116,101,11.224137931034482,1,72
1452,182,0,74,172,182,139,10.758241758241759,1,95
4793,14,0,9,14,14,14,11.928571428571429,1,12
15487,124,0,43,119,124,97,11.25,1,78
31859,117,4,36,114,117,101,10.743589743589743,1,80
23442,194,2,64,186,194,153,11.974226804123711,1,99
69312,23,1,7,20,23,23,12.608695652173912,1,14
36794,20,0,3,20,20,20,11.05,1,19
26403,33,0,23,32,33,31,10.424242424242424,1,31
53172,168,0,48,162,168,150,11.75,1,87
33799,54,0,13,51,54,48,11.666666666666666,2,39
3387,205,0,79,204,205,177,11.019512195121951,1,89
5766,200,0,32,181,200,164,10.73,1,105
35335,266,1,71,240,266,220,11.003759398496241,1,114
6917,42,1,22,42,42,37,9.357142857142858,1,40
4412,191,0,34,191,191,132,11.712041884816754,1,98
2414,179,0,44,155,179,162,11.217877094972067,1,88
4284,27,2,7,27,27,26,13.407407407407407,1,22
56000,3,0,3,3,3,3,9.666666666666666,1,3
52975,148,0,49,146,148,124,11.04054054054054,1,95
3668,40,0,23,40,40,37,9.9,1,31
2093,27,0,12,27,27,23,10.703703703703704,1,22
7603,51,1,8,46,51,47,9.980392156862745,2,37
2226,184,0,89,183,184,161,11.521739130434783,5,102
8739,33,0,9,33,33,30,13.93939393939394,1,29
7277,80,0,41,79,80,66,11.2125,2,59
60334,1,0,1,1,1,1,42.0,1,1
11348,67,1,33,66,67,63,12.522388059701493,2,39
30626,100,0,20,97,100,90,11.22,1,11
37956,54,0,27,51,54,48,10.555555555555555,1,40
61952,14,0,6,14,14,14,10.857142857142858,2,13
18063,32,1,17,32,32,30,10.75,1,28
7932,105,0,47,97,105,92,11.857142857142858,5,64
3500,66,0,18,64,66,60,9.954545454545455,1,42
2088,64,0,26,59,64,59,14.8125,1,46
5225,41,0,6,41,41,38,11.487804878048781,1,32
14687,19,0,10,19,19,17,11.736842105263158,1,19
5349,117,0,30,111,117,100,11.606837606837606,2,76
15867,35,0,15,35,35,34,10.571428571428571,1,27
44360,241,0,19,231,241,204,9.929460580912863,1,101
4897,50,0,23,50,50,46,11.06,1,37
3727,192,0,28,191,192,146,10.822916666666666,1,103
29284,185,66,51,181,185,142,10.751351351351351,6,106
861,411,0,126,395,411,297,10.863746958637469,1,161
23087,83,1,18,79,83,74,11.409638554216867,1,59
13480,90,0,47,90,90,77,11.422222222222222,1,70
5792,294,1,100,276,294,220,11.727891156462585,1,143
20915,76,24,48,76,76,66,10.5,1,60
6497,115,0,41,111,115,94,11.02608695652174,1,83
55029,14,0,4,14,14,13,9.642857142857142,1,14
4773,62,0,33,62,62,51,13.580645161290322,1,45
4853,231,0,88,227,231,194,11.896103896103897,1,123
45595,25,0,10,25,25,23,11.56,2,23
2229,123,0,28,116,123,109,10.634146341463415,1,74
6122,240,0,79,225,240,203,10.6125,1,111
32632,135,0,50,133,135,111,11.377777777777778,1,85
2339,85,0,39,80,85,78,10.8,1,60
1811,153,3,29,147,153,125,11.477124183006536,1,62
47308,27,0,8,27,27,24,9.777777777777779,2,23
6442,56,0,23,54,56,48,11.267857142857142,1,46
10640,100,0,44,95,100,86,11.38,1,65
8276,139,0,53,133,139,126,11.014388489208633,1,82
7093,25,0,7,25,25,25,10.6,1,22
1491,63,0,16,63,63,54,12.222222222222221,1,52
24113,10,0,10,10,10,9,12.3,1,10
455,524,0,225,473,524,337,12.784351145038167,1,175
35759,37,0,17,37,37,34,12.405405405405405,2,33
43714,155,0,36,151,155,115,10.774193548387096,1,81
1838,23,0,15,20,23,21,11.782608695652174,1,19
8559,92,0,53,91,92,80,10.380434782608695,1,57
11285,32,0,7,31,32,31,9.4375,1,29
35315,53,0,24,52,53,50,12.320754716981131,1,40
18545,144,0,55,141,144,110,11.069444444444445,2,94
11470,38,0,10,38,38,34,11.131578947368421,3,33
46574,4,0,2,4,4,4,13.5,1,4
6284,241,0,41,238,241,194,11.248962655601659,1,128
1857,213,6,50,199,213,191,11.539906103286384,1,62
15313,24,0,18,24,24,23,10.541666666666666,2,23
44485,16,0,6,16,16,14,12.125,1,15
46182,17,0,8,17,17,17,13.352941176470589,1,15
8436,197,0,60,187,197,161,9.939086294416244,1,102
33965,180,1,75,176,180,157,10.55,1,96
15099,40,0,10,40,40,37,12.25,7,33
45301,40,0,19,40,40,35,12.7,2,32
11104,188,2,51,166,188,150,11.319148936170214,1,79
17142,11,0,8,11,11,11,8.818181818181818,1,11
9252,570,1,182,363,570,430,10.687719298245614,1,132
7625,17,0,8,17,17,16,12.588235294117647,2,15
9198,20,0,12,20,20,20,11.6,1,18
4772,100,0,77,98,100,79,11.75,1,66
34788,81,2,41,80,81,67,10.716049382716049,1,57
11168,24,20,12,24,24,23,14.0,1,20
10476,3,0,3,3,3,3,8.666666666666666,1,3
10021,126,0,25,124,126,108,10.452380952380953,1,79
9232,74,0,24,67,74,66,10.121621621621621,1,51
31543,456,29,82,426,456,326,10.861842105263158,1,179
4051,25,14,2,25,25,22,10.88,1,16
19605,66,0,35,66,66,55,10.848484848484848,1,53
20453,34,1,19,34,34,31,9.235294117647058,2,31
17440,24,0,8,22,24,22,12.375,1,18
30855,258,1,70,254,258,195,11.081395348837209,1,125
18413,63,0,34,63,63,53,10.46031746031746,1,48
1809,198,0,78,186,198,150,10.757575757575758,2,106
9926,119,0,51,118,119,95,11.252100840336135,3,75
58194,17,0,9,17,17,17,10.352941176470589,1,16
7328,212,0,98,205,212,163,11.018867924528301,1,98
23877,360,0,114,343,360,237,11.294444444444444,1,134
32486,222,0,16,196,222,181,11.085585585585585,1,75
2800,17,0,5,17,17,16,11.470588235294118,1,15
31549,156,0,64,153,156,130,11.08974358974359,1,107
64891,7,0,4,7,7,7,12.714285714285714,1,7
35460,45,0,7,45,45,40,9.4,1,39
8898,67,0,28,63,67,61,11.26865671641791,1,53
12580,144,0,63,128,144,133,11.493055555555555,1,64
31248,161,0,91,158,161,115,10.645962732919255,1,101
773,246,0,106,236,246,167,10.752032520325203,1,128
4600,50,0,28,50,50,45,10.36,1,42
61895,13,0,4,13,13,12,8.615384615384615,1,12
19824,24,0,13,22,24,23,11.75,1,14
27325,1,0,1,1,1,1,10.0,1,1
5781,64,0,39,62,64,56,10.40625,1,40
13519,116,0,27,111,116,99,10.879310344827585,1,68
44363,6,0,0,6,6,6,18.833333333333332,1,6
18856,32,0,23,32,32,31,10.9375,1,21
32838,469,2,158,447,469,319,11.206823027718551,1,171
45325,17,0,7,17,17,17,12.764705882352942,1,17
48025,84,0,37,82,84,62,11.785714285714286,2,55
17098,34,6,15,34,34,32,12.970588235294118,1,26
4297,134,0,65,128,134,121,12.059701492537313,1,78
5735,209,1,69,205,209,154,11.526315789473685,1,115
33691,122,0,52,116,122,100,10.450819672131148,1,80
125,578,1,284,554,578,352,10.688581314878892,1,205
21979,15,0,10,14,15,15,11.733333333333333,1,14
7177,128,0,87,123,128,99,10.046875,1,76
4899,129,0,92,127,129,115,11.643410852713178,2,92
11951,63,0,26,63,63,56,11.793650793650794,1,50
20769,62,0,20,57,62,62,9.935483870967742,1,43
2045,298,0,20,281,298,244,10.926174496644295,1,118
15333,70,0,19,66,70,69,11.985714285714286,1,44
10909,95,0,32,95,95,74,11.242105263157894,1,69
471,165,0,47,158,165,133,11.703030303030303,1,97
39389,115,0,50,105,115,102,11.530434782608696,1,59
12567,9,0,2,8,9,8,11.333333333333334,1,8
6091,133,0,54,131,133,102,10.74436090225564,1,79
33884,46,0,23,45,46,43,9.304347826086957,1,36
14039,63,0,23,61,63,58,11.285714285714286,2,49
243,162,1,60,159,162,131,11.216049382716049,1,86
16646,18,0,3,18,18,17,12.61111111111111,1,15
18528,60,0,24,60,60,58,10.083333333333334,1,52
35486,59,0,26,57,59,52,12.457627118644067,1,39
47023,19,0,9,19,19,18,9.736842105263158,1,16
23856,20,0,8,20,20,17,10.6,1,19
3894,16,0,6,16,16,14,12.5625,1,15
907,541,0,161,520,541,317,11.029574861367838,1,172
53828,68,0,29,68,68,57,10.661764705882353,1,52
29226,38,0,20,38,38,38,10.894736842105264,1,37
30978,168,8,46,160,168,142,10.958333333333334,8,75
24249,41,0,33,40,41,41,11.585365853658537,1,28
33068,93,0,48,87,93,83,12.150537634408602,1,64
33665,41,0,27,41,41,38,10.292682926829269,1,36
6049,212,0,45,200,212,158,11.193396226415095,1,107
22817,33,0,17,33,33,32,10.666666666666666,1,27
18238,44,0,23,42,44,39,10.136363636363637,1,31
52798,56,0,26,55,56,44,9.607142857142858,1,41
1623,127,0,23,122,127,112,11.251968503937007,1,88
22682,4,0,2,4,4,4,9.0,3,4
3211,173,0,81,168,173,134,10.300578034682081,1,109
2083,149,0,28,145,149,121,10.993288590604028,1,85
10176,218,1,124,215,218,174,11.077981651376147,1,126
45541,52,1,40,51,52,49,11.26923076923077,1,43
12889,41,1,26,40,41,36,12.170731707317072,2,36
14166,82,0,47,80,82,69,9.365853658536585,3,55
25745,109,1,30,107,109,97,12.605504587155963,1,78
13481,10,0,8,10,10,10,15.8,1,10
27277,63,0,25,61,63,60,10.634920634920634,1,46
4535,129,0,48,121,129,109,9.992248062015504,1,72
31986,36,1,13,35,36,32,9.25,1,31
24911,72,0,32,72,72,62,12.625,1,59
3146,82,0,41,80,82,65,11.024390243902438,2,65
31604,82,7,43,77,82,73,11.463414634146341,1,60
40115,3,0,0,3,3,3,20.333333333333332,1,3
10634,55,1,39,53,55,53,11.363636363636363,1,42
30837,134,0,44,127,134,124,10.343283582089553,1,83
37893,21,0,12,21,21,18,9.666666666666666,1,18
58190,21,0,12,20,21,20,14.80952380952381,1,20
53924,7,0,2,7,7,6,16.857142857142858,1,7
43649,85,0,44,80,85,77,12.647058823529411,1,56
5025,25,0,18,25,25,23,12.92,1,23
55703,6,0,3,6,6,6,8.5,1,2
647,153,2,55,153,153,124,11.241830065359476,1,92
954,179,0,25,177,179,137,11.519553072625698,1,104
17280,6,0,4,6,6,6,8.666666666666666,1,5
13483,45,1,19,45,45,38,9.777777777777779,1,34
34238,59,0,26,54,59,58,11.389830508474576,1,41
54320,25,0,8,25,25,24,11.44,1,16
11707,62,0,31,62,62,57,12.387096774193548,1,46
43874,90,0,35,87,90,87,11.8,2,49
8424,104,0,58,94,104,85,10.35576923076923,1,64
55510,56,0,8,55,56,52,11.839285714285714,2,46
1941,59,0,22,59,59,55,9.813559322033898,1,32
20370,16,0,12,16,16,15,11.6875,2,15
39722,16,0,6,16,16,16,9.3125,1,15
21350,185,0,30,176,185,160,11.778378378378378,2,102
28842,6,0,2,6,6,6,9.166666666666666,1,6
27056,47,0,37,28,47,44,9.936170212765957,1,19
7368,168,0,49,165,168,129,10.619047619047619,1,90
22901,223,0,44,194,223,201,10.538116591928251,1,106
12630,121,0,17,114,121,102,11.206611570247935,1,82
69580,4,0,0,4,4,4,6.75,1,4
7655,200,21,30,186,200,166,11.16,2,116
53094,31,0,7,31,31,28,14.548387096774194,1,25
55602,60,0,31,55,60,56,12.683333333333334,2,41
12805,220,0,77,185,220,161,11.0,1,95
337,192,0,18,182,192,154,10.692708333333334,1,104
16722,19,0,9,19,19,19,11.263157894736842,1,15
20145,129,0,37,127,129,116,12.03875968992248,1,88
25095,40,0,20,40,40,35,12.45,1,35
8736,25,0,2,25,25,24,10.2,1,19
11560,51,0,25,51,51,48,11.215686274509803,1,44
22417,52,1,8,49,52,43,12.0,1,37
30677,212,0,65,205,212,182,11.160377358490566,1,102
1120,390,0,188,355,390,268,10.397435897435898,1,143
35815,54,0,14,53,54,53,10.092592592592593,1,22
61760,3,0,2,3,3,3,9.666666666666666,1,3
3885,426,0,76,387,426,338,10.884976525821596,1,145
30245,23,0,16,23,23,23,11.173913043478262,2,23
30744,111,0,43,110,111,91,10.315315315315315,4,75
57526,9,0,2,9,9,9,12.777777777777779,1,8
6596,4,0,1,4,4,4,12.0,1,4
57521,21,0,4,21,21,18,11.523809523809524,1,20
44198,26,0,3,25,26,24,12.307692307692308,1,21
13153,113,0,26,104,113,105,10.938053097345133,1,62
8459,38,0,9,36,38,36,12.81578947368421,1,28
14776,82,0,25,79,82,72,11.121951219512194,1,55
4996,13,0,10,13,13,13,13.076923076923077,1,12
15373,53,0,35,52,53,48,10.49056603773585,1,42
3641,208,0,67,203,208,159,10.735576923076923,1,106
32239,219,4,108,177,219,182,10.69406392694064,1,86
4830,26,0,10,24,26,25,10.153846153846153,1,7
8256,153,1,52,131,153,120,10.34640522875817,1,78
5919,179,1,90,165,179,125,10.23463687150838,3,115
45330,18,0,16,18,18,18,13.0,1,16
13144,13,0,3,13,13,13,13.307692307692308,1,11
13126,155,0,25,151,155,118,11.774193548387096,1,93
13515,93,0,27,93,93,80,12.193548387096774,1,60
3115,50,0,24,49,50,47,12.08,1,36
1722,340,0,59,315,340,199,10.855882352941176,1,155
47568,32,0,16,32,32,30,12.15625,1,25
46045,112,0,34,100,112,95,10.044642857142858,1,67
44874,212,3,52,179,212,172,10.820754716981131,1,90
12743,28,1,13,28,28,25,10.535714285714286,2,26
2865,202,0,29,201,202,143,10.772277227722773,2,118
18243,326,0,119,316,326,216,10.699386503067485,1,117
41173,3,0,3,3,3,3,9.0,1,3
2145,536,0,81,511,536,356,10.66044776119403,2,180
36909,93,0,43,92,93,84,10.688172043010752,1,68
52776,187,2,51,178,187,136,10.545454545454545,1,104
3336,49,0,24,46,49,42,9.306122448979592,1,25
45596,64,2,41,61,64,61,10.21875,1,48
4756,43,0,5,43,43,38,11.209302325581396,1,32
12401,28,0,15,28,28,27,11.142857142857142,1,22
23241,15,0,7,12,15,15,12.466666666666667,2,12
6154,110,0,15,106,110,97,9.981818181818182,2,78
34574,15,0,7,15,15,15,11.2,1,15
3503,37,0,20,37,37,36,12.891891891891891,2,33
225,777,0,53,728,777,547,10.675675675675675,2,172
43867,267,0,66,236,267,184,11.093632958801498,1,109
36279,69,0,18,62,69,56,10.0,1,48
58659,60,0,10,57,60,50,10.633333333333333,1,35
46834,8,0,5,8,8,8,9.5,1,8
11899,92,0,55,91,92,86,11.08695652173913,1,64
7936,283,0,22,273,283,184,10.978798586572438,3,138
1089,276,0,47,265,276,204,11.340579710144928,3,130
21877,44,0,28,44,44,40,13.863636363636363,2,41
8236,16,0,3,16,16,16,11.6875,1,14
7335,185,0,52,170,185,140,11.178378378378378,2,103
23353,36,0,8,36,36,35,12.88888888888889,1,31
47408,23,0,7,22,23,22,13.0,1,19
6300,31,0,2,31,31,26,11.64516129032258,1,24
1458,285,0,53,278,285,231,11.091228070175438,1,142
4633,56,0,20,55,56,54,10.035714285714286,5,32
4068,108,0,51,105,108,92,10.212962962962964,2,65
23293,8,0,7,8,8,8,9.375,1,8
17613,57,0,18,53,57,52,11.43859649122807,1,43
387,48,8,30,48,48,47,11.875,1,38
44450,316,0,105,306,316,227,10.768987341772151,1,122
33026,99,2,48,99,99,81,10.777777777777779,1,72
7184,91,0,42,88,91,81,12.714285714285714,1,62
15279,26,0,13,26,26,26,9.307692307692308,1,19
235,193,0,67,191,193,131,10.652849740932643,1,96
57802,4,0,4,4,4,4,9.5,1,4
347,224,0,50,223,224,182,11.410714285714286,4,104
5139,74,0,52,73,74,59,12.594594594594595,1,47
35057,77,0,35,73,77,72,10.376623376623376,1,60
19147,135,0,49,129,135,114,11.377777777777778,1,76
65027,10,0,8,10,10,10,10.7,1,9
2936,191,0,55,189,190,151,10.44502617801047,1,107
1192,48,0,15,46,48,45,10.166666666666666,1,40
695,44,0,22,43,44,39,12.0,2,36
25396,15,0,9,15,15,15,13.266666666666667,1,14
2844,106,3,43,103,106,92,11.415094339622641,1,64
22109,24,0,7,24,24,22,10.333333333333334,1,24
22835,188,0,45,183,188,146,10.920212765957446,1,110
6902,65,0,10,64,65,57,11.507692307692308,3,53
30629,210,0,59,206,210,164,11.261904761904763,2,107
22687,15,0,8,15,15,15,11.933333333333334,1,14
24343,135,0,48,132,135,122,10.6,4,77
6712,107,0,21,105,107,85,10.102803738317757,5,50
48280,12,0,3,12,12,12,15.083333333333334,1,12
45386,137,0,62,131,137,110,10.372262773722628,1,78
32489,46,0,23,46,46,42,11.326086956521738,1,37
12262,25,0,10,25,25,25,10.68,1,15
6720,70,0,29,68,70,66,9.957142857142857,1,57
36170,45,0,13,45,45,44,11.533333333333333,1,39
57276,25,0,8,25,25,24,13.16,1,25
239,353,0,90,330,353,284,11.158640226628895,1,144
2008,26,0,19,25,26,25,12.538461538461538,2,20
36921,4,0,2,4,4,4,12.25,1,3
1410,188,0,52,155,188,153,11.76595744680851,2,96
43741,423,0,136,394,423,317,11.118203309692671,1,174
31507,205,0,21,189,205,170,10.785365853658536,1,80
4848,59,0,42,57,59,55,11.796610169491526,1,46
4785,31,0,19,30,31,28,9.67741935483871,1,25
62709,12,0,7,12,12,12,12.833333333333334,1,12
33175,74,2,35,72,74,68,10.527027027027026,1,56
4176,55,0,21,54,55,46,12.472727272727273,1,34
25327,9,0,4,9,9,9,10.555555555555555,1,8
6753,119,0,6,115,119,87,11.210084033613445,1,66
24226,251,0,39,240,251,167,11.274900398406375,1,120
11000,48,0,34,47,48,42,10.541666666666666,1,41
7698,27,1,16,27,27,26,12.185185185185185,1,24
9183,99,0,49,98,99,85,12.535353535353535,3,75
46405,122,0,31,110,122,88,11.344262295081966,1,80
1034,767,0,164,567,767,458,10.837027379400261,1,172
15608,464,0,84,430,464,380,10.928879310344827,2,182
36761,15,4,11,15,15,14,10.266666666666667,1,13
30590,279,0,65,259,279,208,11.28673835125448,1,108
12491,65,0,32,63,65,54,10.476923076923077,1,47
2096,91,0,33,86,91,74,10.934065934065934,1,64
41351,92,19,36,90,92,76,11.369565217391305,1,70
20309,66,0,32,65,66,55,10.803030303030303,1,48
12293,79,0,38,77,79,69,11.569620253164556,1,49
4572,316,0,113,302,316,261,11.300632911392405,1,144
34670,75,0,51,70,75,67,10.853333333333333,1,50
53318,90,1,42,81,90,86,9.677777777777777,1,44
2738,220,0,104,185,220,169,10.995454545454546,2,103
35942,9,0,3,9,9,7,14.777777777777779,1,9
11097,37,1,19,36,37,33,11.837837837837839,1,33
5675,99,1,59,97,99,86,12.292929292929292,1,70
19354,13,0,10,12,13,10,11.076923076923077,1,12
13613,66,0,33,62,66,61,11.893939393939394,1,42
1184,155,5,14,145,155,116,11.548387096774194,1,73
43196,25,0,9,24,25,25,12.64,1,21
6138,113,0,74,109,113,100,11.168141592920353,1,78
2266,437,0,92,423,437,252,10.528604118993135,1,151
2674,85,0,41,84,85,75,11.094117647058823,2,68
44738,119,0,47,119,119,101,11.294117647058824,2,67
16141,157,2,75,153,157,142,11.0828025477707,1,76
358,55,0,46,53,55,50,9.672727272727272,1,40
43858,105,0,45,104,105,86,11.666666666666666,1,76
6756,113,0,43,103,113,95,12.044247787610619,3,66
13622,15,0,11,15,15,15,10.0,1,15
1609,64,9,34,60,64,60,10.28125,1,37
34624,179,0,41,173,179,151,10.547486033519553,2,99
34613,113,0,53,105,113,104,11.247787610619469,1,75
25897,4,0,2,4,4,4,23.0,1,4
22362,123,0,58,112,123,115,11.113821138211382,2,84
32398,421,0,69,406,421,302,10.90498812351544,1,150
47700,11,0,9,11,11,11,9.181818181818182,1,11
9649,12,0,4,12,12,12,11.833333333333334,1,4
4834,887,0,21,796,887,589,10.883878241262684,1,215
6758,238,1,56,234,238,172,11.382352941176471,1,132
4757,112,0,27,111,112,101,11.794642857142858,1,80
35852,99,0,35,96,99,88,11.767676767676768,1,77
11167,65,0,37,59,65,60,11.076923076923077,1,52
33867,69,3,33,64,69,61,9.753623188405797,1,50
19314,14,0,11,14,14,14,10.214285714285714,1,10
34263,91,0,53,81,91,79,10.340659340659341,1,57
7149,89,0,54,87,89,83,10.112359550561798,1,56
8413,86,0,13,84,86,64,11.790697674418604,1,52
44176,3,0,1,3,3,3,9.333333333333334,1,3
32763,75,0,12,74,75,63,11.48,1,56
18278,128,0,52,121,128,103,10.125,1,85
15244,157,0,31,152,157,137,10.51592356687898,3,93
41324,47,0,30,46,47,39,10.74468085106383,1,31
10546,141,0,22,132,141,122,11.24113475177305,1,78
15428,101,1,34,98,101,74,10.574257425742575,1,69
18201,35,0,18,34,35,34,10.314285714285715,1,28
5398,36,0,13,36,36,34,12.833333333333334,1,29
26536,37,0,20,36,37,33,11.513513513513514,1,33
8947,95,8,53,87,95,78,11.010526315789473,5,62
1949,232,0,101,229,232,173,10.732758620689655,2,125
30769,218,1,30,213,218,157,11.146788990825687,1,108
4112,14,0,6,14,14,13,9.428571428571429,1,13
3688,50,0,12,50,50,44,11.58,1,37
40771,10,0,3,10,10,9,10.0,2,10
4443,26,1,16,26,26,23,11.653846153846153,1,24
47024,30,0,15,29,30,29,11.366666666666667,1,28
6336,290,0,31,256,290,208,10.410344827586206,1,63
3702,604,0,41,570,604,429,11.144039735099337,1,196
57441,48,0,12,48,48,43,10.541666666666666,1,46
1010,100,0,31,100,100,79,11.39,1,69
50445,12,0,7,12,12,12,10.583333333333334,2,10
20943,43,0,25,36,43,39,11.046511627906977,1,32
45041,19,0,13,19,19,19,8.421052631578947,1,17
4860,305,0,50,278,305,245,10.652459016393443,1,106
2163,214,0,64,214,214,166,11.901869158878505,1,121
22001,19,0,5,19,19,16,9.631578947368421,1,18
5943,103,10,54,102,103,83,11.45631067961165,1,73
497,73,0,47,70,73,65,11.849315068493151,1,43
4882,99,0,17,95,99,90,10.535353535353535,1,59
1913,186,1,87,182,186,130,10.897849462365592,1,105
3699,91,0,39,89,91,74,9.87912087912088,1,62
2248,73,0,22,72,73,67,11.383561643835616,1,54
6863,25,0,1,24,25,24,9.68,1,7
10931,41,0,7,41,41,39,10.21951219512195,1,34
11388,6,0,4,6,6,6,14.5,1,6
54058,37,0,17,31,37,35,12.45945945945946,1,27
2202,132,2,59,132,132,106,11.219696969696969,1,84
32976,155,0,20,149,155,116,12.458064516129033,1,84
5041,392,22,225,344,392,302,10.704081632653061,1,154
14611,44,0,24,40,44,39,10.704545454545455,1,27
3637,96,0,41,95,96,86,11.15625,1,66
2628,73,0,35,71,73,65,10.246575342465754,1,57
813,82,1,17,81,82,66,12.146341463414634,1,59
61876,27,0,3,27,27,26,10.37037037037037,1,25
39749,43,0,13,40,43,39,11.325581395348838,1,39
16729,212,0,35,163,212,179,10.278301886792454,1,79
47988,12,0,0,12,12,12,15.0,1,12
32420,84,0,8,79,84,73,12.047619047619047,1,66
32915,71,0,19,66,71,63,10.28169014084507,1,43
6060,28,0,7,28,28,26,9.607142857142858,1,22
6727,70,1,36,70,70,66,11.185714285714285,2,57
15921,94,0,60,94,94,85,10.585106382978724,1,73
8433,44,0,22,44,44,42,10.772727272727273,1,36
10421,55,0,27,55,55,47,12.018181818181818,1,45
33199,43,0,16,43,43,41,12.30232558139535,2,40
33623,152,0,48,141,152,120,11.032894736842104,1,79
20361,60,0,38,60,60,52,12.116666666666667,1,47
11115,109,0,80,103,109,95,10.990825688073395,1,70
33033,173,1,63,171,173,123,11.601156069364162,1,90
2554,239,0,93,216,239,188,10.707112970711297,1,113
4024,47,0,20,46,47,42,11.74468085106383,3,38
20956,9,0,8,9,9,9,11.777777777777779,1,8
61128,7,0,3,7,7,7,10.0,1,7
